run_id,state_id,direction_id,h,pressure_scale,residual_scale,gradient_norm,scaled_norm_fd,scaled_norm_kd,scaled_absolute_error_l2,scaled_absolute_error_inf,nullspace_flag,classification,diagnostic_explanation
run1,BETA_MIN_NEG,D3,2.99999999999999986E-07,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517049708270171E-01,5.16517050172766279E-01,5.57298442325355774E-10,4.60850132924661278E-10,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,9.99999999999999955E-07,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050167546787E-01,5.16517050172766279E-01,1.32079312892372282E-10,1.11748172549638569E-10,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,3.00000000000000008E-06,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050168320280E-01,5.16517050172766279E-01,2.87349408801586477E-11,2.03445015508944311E-11,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,1.00000000000000008E-05,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050182588755E-01,5.16517050172766279E-01,2.82156791558640182E-11,1.94054584970551461E-11,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,3.00000000000000008E-05,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172399239E-01,5.16517050172766279E-01,4.77663280779150501E-12,3.65850207872805920E-12,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,1.00000000000000005E-04,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172264458E-01,5.16517050172766279E-01,1.25206451318667522E-12,8.90909455557992005E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,2.99999999999999974E-04,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172832448E-01,5.16517050172766279E-01,2.04321551346679464E-13,1.46790044290448302E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,1.00000000000000002E-03,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172793812E-01,5.16517050172766279E-01,2.45707316613898093E-13,1.93690755846641119E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,3.00000000000000006E-03,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172732195E-01,5.16517050172766279E-01,3.44036446991289278E-14,2.45557024971509900E-14,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_NEG,D3,1.00000000000000002E-02,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172773273E-01,5.16517050172766279E-01,1.53230092198749172E-14,1.11554991953816115E-14,0,CONSISTENT_NUMERICALLY,NONE
run1,BETA_MIN_POS,D1,9.99999999999999955E-08,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,1.79552344998706076E-10,0.00000000000000000E+00,1.79552344998706076E-10,1.37774697887857228E-10,1,INCONCLUSIVE,NONE
run1,BETA_MIN_POS,D1,2.99999999999999986E-07,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,4.10869560315448742E-10,0.00000000000000000E+00,4.10869560315448742E-10,2.27437596513288189E-10,1,INCONCLUSIVE,NONE
run1,BETA_MIN_POS,D1,9.99999999999999955E-07,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,1.23260868094634638E-10,0.00000000000000000E+00,1.23260868094634638E-10,6.82312789539864385E-11,1,INCONCLUSIVE,NONE
run1,BETA_MIN_POS,D1,3.00000000000000008E-06,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,1.31741438737197264E-11,0.00000000000000000E+00,1.31741438737197264E-11,9.18497985919048210E-12,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,1.00000000000000008E-05,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,6.08767905770375885E-12,0.00000000000000000E+00,6.08767905770375885E-12,4.19884793562993451E-12,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,3.00000000000000008E-05,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,1.31741438737197244E-12,0.00000000000000000E+00,1.31741438737197244E-12,9.18497985919048251E-13,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,1.00000000000000005E-04,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,6.08767905770375945E-13,0.00000000000000000E+00,6.08767905770375945E-13,4.19884793562993482E-13,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,2.99999999999999974E-04,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,1.00000000000000002E-03,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,3.95224316211591641E-14,0.00000000000000000E+00,3.95224316211591641E-14,2.75549395775714480E-14,1,NULLSPACE_CONSISTENT,NONE
run1,BETA_MIN_POS,D1,3.00000000000000006E-03,1.00000000000000000E+07,1.05764537477454006E+01,0.00000000000000000E+00,5.98507816662353585E-15,0.00000000000000000E+00,5.98507816662353585E-15,4.59248992959524081E-15,1,NULLSPACE_CONSISTENT,NONE
