benchmark,direction_id,sign,point_id,amplitude,z1_norm,root_linear_norm,operator_variation_norm,nonlinear_norm,linear_solve_norm,root_fraction,operator_fraction,nonlinear_fraction,linear_solve_fraction,decomposition_closure,linear_solve_relative_residual,z1_u_norm,root_u_norm,operator_u_norm,nonlinear_u_norm,residual_u_norm,z1_p_norm,root_p_norm,operator_p_norm,nonlinear_p_norm,residual_p_norm,z1_s_norm,root_s_norm,operator_s_norm,nonlinear_s_norm,residual_s_norm,condition_number,branch_preserving,branch_margin_gate_pass,finite,pass
N2,FIELD_S,1,21,.1000000000000000E-05,3.29837136325387475E-13,6.85432240888311590E-20,6.59674137589968231E-13,3.29837069521257478E-13,2.59478821974866427E-22,8.63694448043015428E-15,7.99999999295380126E-01,2.00000000704611269E-01,1.23775561689169176E-19,5.32855092525295636E-22,1.93568248965299471E-16,2.61467881307126894E-15,8.25577012082977062E-22,5.22935605972373791E-15,2.61467802930665879E-15,5.45306838202255792E-11,2.07605122429442999E-16,5.68070472687128700E-23,4.15210137081883033E-16,2.07605068867462237E-16,1.28659806334404609E-09,3.29826707308777337E-13,6.85382284863580717E-20,6.59653279564962811E-13,3.29826640508781981E-13,4.28198140908243544E-09,1.40683724620158355E+04,1,1,1,1
N2,SVD_MIN,-1,1,.1000000000000000E-01,6.85830570548253457E-05,5.32420564527127860E-16,1.37173707436482180E-04,6.85906503812843023E-05,1.67435472415861382E-17,1.20516985617283302E-23,7.99982286125804132E-01,2.00017713874195896E-01,1.19188282332393306E-26,3.50632381780773621E-18,1.75128728701926304E-15,6.31215095088812468E-07,6.47013739013814833E-18,1.26247268186934685E-06,6.31257586782496535E-07,1.30130299913745263E-09,4.51188254345234904E-08,4.38561715375879916E-19,9.02412730499806662E-08,4.51224476151592650E-08,9.98110420017401574E-07,6.85801374071294138E-05,5.32381068894415178E-16,1.37167868070877926E-04,6.85877306633732152E-05,1.75069703784409689E-06,1.38803879996647702E+04,1,1,1,1
N2,SVD_MIN,-1,2,.7500000000000000E-02,3.87056563759389624E-05,3.94587817867997121E-16,7.74145258151730605E-05,3.87088694388951562E-05,8.04437867194696903E-18,2.07838120859006694E-23,7.99986718457631807E-01,2.00013281542368054E-01,8.63819239452869763E-27,1.62769024067012200E-18,2.33937994818043293E-15,3.56210317019268699E-07,4.78951055657001679E-18,7.12438644114382532E-07,3.56228327092862737E-07,8.70749859691733788E-10,2.54620354919175683E-08,3.26016647742148228E-19,5.09256051411607194E-08,2.54635696489669688E-08,7.48989866813679889E-07,3.87040088542138242E-05,3.94558614544913440E-16,7.74112307417290088E-05,3.87072218871753820E-05,1.30970862304963738E-06,1.39269155739948055E+04,1,1,1,1
N2,SVD_MIN,-1,3,.5000000000000000E-02,1.72596374056420636E-05,2.66210282263563930E-16,3.45202297013225056E-05,1.72605922954192272E-05,2.79606994508566762E-18,4.75759511586492985E-23,7.99991148219668990E-01,2.00008851780331010E-01,5.24848415514420393E-27,1.41956028799497214E-18,2.44390666398237862E-15,1.58830993222593696E-07,3.23506869506907417E-18,3.17667347786972511E-07,1.58836354561651077E-07,5.18179057399645986E-10,1.13534562562080085E-08,2.19280857687939958E-19,2.27073688819809982E-08,1.13539126255589319E-08,4.99598213865005851E-07,1.72589028385022689E-05,2.66190534447207589E-16,3.45187605580446209E-05,1.72598577192809813E-05,8.70942564789679313E-07,1.39737512230015072E+04,1,1,1,1
N2,SVD_MIN,-1,4,.3000000000000000E-02,6.23001880202759367E-06,1.54709014630630557E-16,1.24602443595129278E-05,6.23022555733274285E-06,2.25022131796812791E-18,1.23329004431924633E-22,7.99994690171662026E-01,2.00005309828337891E-01,2.60906233414488939E-26,1.28000655633850551E-18,2.88418243211191102E-15,5.73284456785485005E-08,1.89010842419093670E-18,1.14658053758931066E-07,5.73296080786198498E-08,2.85627525326461524E-10,4.09796246379467946E-09,1.29274333998808127E-19,8.19602381723044385E-09,4.09806135330882112E-09,2.99889429359624104E-07,6.22975368129728321E-06,1.54697414284376548E-16,1.24597141160893233E-05,6.22996043463943609E-06,5.21516832951997770E-07,1.40114436074112291E+04,1,1,1,1
N2,SVD_MIN,-1,5,.2000000000000000E-02,2.77258946700152291E-06,1.04681747933944397E-16,5.54524026895392663E-06,2.77265080185395266E-06,5.90776555222765111E-18,2.85094776454338461E-22,7.99996460542369725E-01,2.00003539457630303E-01,9.08016693810598648E-25,1.79260123680336284E-19,4.67182858400161555E-15,2.55126160447658285E-08,1.26780264737216497E-18,5.10255771502716691E-08,2.55129611043498987E-08,1.83290180591179542E-10,1.82370792942968852E-09,8.65292854255323131E-20,3.64744520603614990E-09,1.82373727652516648E-09,1.99969812301360495E-07,2.77247148462156975E-06,1.04674034696461148E-16,5.54500430360952607E-06,2.77253281888950780E-06,3.47329576601976228E-07,1.40303649643149765E+04,1,1,1,1
N2,SVD_MIN,-1,6,.1000000000000000E-02,6.94072866788587979E-07,5.23408739669721986E-17,1.38815340983990620E-06,6.94080542998966610E-07,1.62740751999273570E-19,1.13735499168698709E-21,7.99998230475169714E-01,2.00001769524830286E-01,1.09952911782150133E-26,1.15885208083595986E-19,5.35035693029152610E-15,6.38650279194310107E-09,6.33901323686082484E-19,1.27730487987039075E-08,6.38654600613105898E-09,8.85856573266543039E-11,4.56526385962984902E-10,4.32646427127661566E-20,9.13056446247295546E-10,4.56530060241171469E-10,1.00006677750399402E-07,6.94043333357418264E-07,5.23370173482305740E-17,1.38809434290413770E-06,6.94051009494371314E-07,1.73491052903214636E-07,1.40493366965449695E+04,1,1,1,1
N2,SVD_MIN,-1,7,.7500000000000000E-03,3.90546351577376155E-07,3.86772536576576393E-17,7.81095942535973567E-07,3.90549590921412613E-07,1.23809479605756927E-18,1.96151557230928114E-21,7.99998672917671128E-01,2.00001327082328789E-01,2.00996409399634010E-24,3.73087694900759831E-19,4.38378687647573783E-15,3.59358381385738528E-09,4.72527106047734174E-19,7.18718586723428386E-09,3.59360205290704511E-09,6.59295146637975549E-11,2.56880522916113514E-10,3.23185834997020318E-20,5.13762596533005322E-10,2.56882073585838413E-10,7.50090914917407484E-08,3.90529733692799922E-07,3.86743535710941370E-17,7.81062706735806989E-07,3.90532973005824915E-07,1.30085763697082127E-07,1.40540875242136481E+04,1,1,1,1
N2,SVD_MIN,-1,8,.5000000000000000E-03,1.73634134164575552E-07,2.61704369834860993E-17,3.47269228469164314E-07,1.73635094278132906E-07,1.58777816248897289E-19,4.54337779458078646E-21,7.99999115303251074E-01,2.00000884696748898E-01,1.67238610870288073E-25,1.35799281615380444E-19,3.56266257931717593E-15,1.59767137146634393E-09,3.16950661843041242E-19,3.19534815017024035E-09,1.59767677838159894E-09,4.36310617983403666E-11,1.14206670939367890E-10,2.16323213563830783E-20,2.28413801555711367E-10,1.14207130594521341E-10,5.00087833814884210E-08,1.73626746067842153E-07,2.61685086741152870E-17,3.47254452266494504E-07,1.73627706172198321E-07,8.67021716735272239E-08,1.40588415160080895E+04,1,1,1,1
N2,SVD_MIN,-1,9,.3000000000000000E-03,6.25249959210880791E-08,1.59803222889470165E-17,1.25050199274717857E-07,6.25252033382866893E-08,6.60656729256677263E-19,1.30644758468784338E-20,7.99999469264302099E-01,2.00000530735697790E-01,2.23291735125306207E-23,3.24313951552379779E-20,2.78384743344305376E-15,5.75312410733796300E-10,1.94235208448659715E-19,1.15062598978518069E-09,5.75313578862741093E-10,2.60319832073999454E-11,4.11252223085728829E-11,1.31065045037533358E-20,8.22505439330733507E-11,4.11253216117858681E-11,3.00065768902907503E-08,6.25223355232210327E-08,1.59791364398066064E-17,1.25044878476994428E-07,6.25225429384313654E-08,5.20109067290292452E-08,1.40626469897258066E+04,1,1,1,1
N2,SVD_MIN,-1,10,.2000000000000000E-03,2.77926013570458291E-08,1.04237022892688321E-17,5.55852641832976279E-08,2.77926628154751078E-08,3.94933631106958144E-19,2.81328962634418087E-20,7.99999646250651342E-01,2.00000353749348714E-01,4.03848694449911589E-23,4.02859939697769756E-20,3.47537178023868957E-15,2.55727910765667896E-10,1.27790528260253479E-19,5.11456167769672924E-10,2.55728256870468144E-10,1.73075496794703372E-11,1.82802821537276896E-11,8.45423650793327113E-21,3.65605937392733056E-11,1.82803115767177861E-11,2.00048202396898150E-08,2.77914188061459999E-08,1.04229155000930682E-17,5.55828990809081964E-08,2.77914802639862863E-08,3.46704736627562054E-08,1.40645504872340825E+04,1,1,1,1
N2,SVD_MIN,-1,11,.1000000000000000E-03,6.94907916078101084E-09,5.21185114463441605E-18,1.38981660029082129E-08,6.94908683665436423E-09,2.54663966049015754E-19,1.12501654249933177E-19,7.99999823391928100E-01,2.00000176608071872E-01,2.68602405939511826E-22,3.17324314350050315E-20,1.26075645259787816E-15,6.39403564716785992E-11,6.38952641301267395E-20,1.27880756195077906E-10,6.39403996557428216E-11,8.63082140386818025E-12,4.57067209506257624E-12,4.22711825396663556E-21,9.14134786703010390E-12,4.57067576757431891E-12,1.00026279514915456E-08,6.94878348508368729E-09,5.21145775004653411E-18,1.38975746514400047E-08,6.94879116088387324E-09,1.73335051760662397E-08,1.40664544921102570E+04,1,1,1,1
N2,SVD_MIN,-1,12,.7499999999999999E-04,3.90898765804355622E-09,3.99508057223675414E-18,7.81797856327132367E-09,3.90899090130632833E-09,7.81708631616881833E-20,2.08906546431943146E-19,7.99999867409553311E-01,2.00000132590446633E-01,7.99817273705586463E-23,5.15448275205624575E-21,2.75019673402807544E-15,3.59676288926377348E-11,4.85588021121649288E-20,7.19352761112328116E-11,3.59676471702852411E-11,6.46888295581844365E-12,2.57108765564828968E-12,3.27662612593833396E-21,5.14217686791268584E-12,2.57108920905965774E-12,7.50201180805613241E-09,3.90882133512353777E-09,3.99478410995165159E-18,7.81764591739980263E-09,3.90882457835510615E-09,1.29998042462590114E-08,1.40669305726308612E+04,1,1,1,1
N2,SVD_MIN,-1,13,.5000000000000000E-04,1.73738591234220173E-09,2.60592557231720802E-18,3.47477278854070720E-09,1.73738687365268281E-09,6.33123407980033002E-20,4.49946761986184292E-19,7.99999911705104871E-01,2.00000088294895212E-01,2.65591307337809675E-22,6.34807602329932824E-21,1.33015668482053208E-15,1.59861366313846384E-11,3.19476320650633697E-20,3.19722787121830917E-11,1.59861420501394271E-11,4.30978549284508055E-12,1.14274323040588670E-12,2.11355912698331778E-21,2.28548692337965822E-12,1.14274369089951476E-12,5.00136843526339729E-09,1.73731198867061782E-09,2.60572887502326705E-18,3.47462494118810415E-09,1.73731294997183882E-09,8.66631975353570395E-09,1.40674066848761940E+04,1,1,1,1
N2,SVD_MIN,-1,14,.3000000000000000E-04,6.25475651464912622E-10,1.50716608914104193E-18,1.25095151274616127E-09,6.25475859778850325E-10,4.26999862166615841E-21,1.16126472267995651E-18,7.99999947096515673E-01,2.00000052903484299E-01,9.32104221018401732E-24,7.50736412309962727E-21,3.64476564599630949E-15,5.75516004140880998E-12,1.83030056568681645E-20,1.15103212790985617E-11,5.75516122014127658E-12,2.58453397490953799E-12,4.11398393584615148E-13,1.24446775133082475E-21,8.22796888449915564E-13,4.11398493608768738E-13,3.00083413162213412E-09,6.25449038259486270E-10,1.50705443549350384E-18,1.25089828633316203E-09,6.25449246571375874E-10,5.19968798072863069E-09,1.40677875975177631E+04,1,1,1,1
N2,SVD_MIN,-1,15,.2000000000000000E-04,2.77992896225485770E-10,1.05208469246350784E-18,5.55985853938868724E-10,2.77992956727470673E-10,6.77138686098077055E-20,2.86459934447750852E-18,7.99999965745273323E-01,2.00000034254726622E-01,1.18663659527419079E-20,3.06328812132270396E-21,2.55533231303767894E-15,2.55788244828964354E-12,1.26018454350517042E-20,5.11576524393464222E-12,2.55788278361837540E-12,1.72257869860079347E-12,1.82846138520636964E-13,8.57714907287922758E-22,3.65692306508787876E-13,1.82846167191848385E-13,2.00056044459514987E-09,2.77981067982163222E-10,1.05200886780140905E-18,5.55962197451624440E-10,2.77981128483618109E-10,3.46642403129110907E-09,1.40679780614530009E+04,1,1,1,1
N2,SVD_MIN,-1,16,.1000000000000000E-04,6.94991531591669866E-11,5.26042346231753920E-19,1.38998314312045441E-10,6.94991606353341371E-11,1.21304191772296501E-20,1.14580924933085664E-17,7.99999983979954532E-01,2.00000016020045496E-01,6.09287865069315730E-21,3.75896852445520976E-21,2.85963881133701498E-15,6.39478993532992662E-13,6.30092271752585210E-21,1.27895803395522625E-12,6.39479034233131119E-13,8.61067981678131531E-13,4.57121363789521328E-14,4.28857453643961379E-22,9.14242766829802124E-14,4.57121398779173076E-14,1.00028240072966979E-09,6.94961960603511560E-11,5.26004433900704526E-19,1.38992400114319894E-10,6.94962035364596155E-11,1.73319470480478854E-09,1.40681685304669390E+04,1,1,1,1
N2,SVD_MIN,-1,17,.7500000000000000E-05,3.90934042894487570E-11,3.76791522285260483E-19,7.81868121116054944E-11,3.90934074527136097E-11,7.82103506284567941E-21,1.85791231730539602E-17,7.99999988565553100E-01,2.00000011434446928E-01,8.00481748782060349E-21,8.71891848858566395E-22,1.93005143854765463E-15,3.59708112058432127E-13,4.57575141421704114E-21,7.19416246084765071E-13,3.59708129472712810E-13,6.45759551126214997E-13,2.57131613072435580E-14,3.11116937832706186E-22,5.14263244090528863E-14,2.57131627989079674E-14,7.50212209004273850E-10,3.90917409160265639E-11,3.76763608873375959E-19,7.81834853647081169E-11,3.90917440792647917E-11,1.29989278287054557E-09,1.40682161485138367E+04,1,1,1,1
N2,SVD_MIN,-1,18,.5000000000000000E-05,1.73749046532355845E-11,2.63021173115876960E-19,3.47498102573916357E-11,1.73749053395482919E-11,3.33485131639270904E-21,4.58317595354396597E-17,7.99999996116652623E-01,2.00000003883347349E-01,7.36780395097949598E-21,1.84494766339404384E-21,2.86170061576246860E-15,1.59870798692286912E-13,3.15046135876292605E-21,3.19741602654496270E-13,1.59870800839340619E-13,4.30478763015692830E-13,1.14281094937130684E-14,2.14428726821980689E-22,2.28562194385816176E-14,1.14281097284192895E-14,5.00141744974464634E-10,1.73741653737687887E-11,2.63002216950352263E-19,3.47483316984497208E-11,1.73741660600907923E-11,8.66593024771559428E-10,1.40682637668773186E+04,1,1,1,1
N2,SVD_MIN,-1,19,.3000000000000000E-05,6.25498258503177742E-12,1.56865830893771929E-19,1.25099652488643585E-11,6.25498250709941402E-12,1.06082363184803048E-21,1.25786632962423763E-16,8.00000006002651975E-01,1.99999993997347802E-01,5.75259971584955835E-21,8.46701349332609073E-22,2.64305742632922399E-15,5.75536405942388913E-14,1.90982125537605833E-21,1.15107280824234298E-13,5.75536383439802289E-14,2.58274015914591383E-13,4.11413040063955595E-15,1.28704712954833373E-22,8.22826079627497590E-15,4.11413026627760008E-15,3.00085177691169678E-10,6.25471644372758211E-12,1.56854151745699204E-19,1.25094329662626758E-11,6.25471636581269695E-12,5.19954776240423317E-10,1.40683018617965263E+04,1,1,1,1
N2,SVD_MIN,-1,20,.2000000000000000E-05,2.77999588040484044E-12,1.08613852636842786E-19,5.55999189740429826E-12,2.77999590627272902E-12,2.42487392108662327E-21,3.05289670311880583E-16,8.00000004883968940E-01,1.99999995116030782E-01,1.52166831608213102E-19,3.49751745021724051E-22,4.02872748858105848E-15,2.55794281239615131E-14,1.30465868997476139E-21,5.11588575992240169E-14,2.55794281238717849E-14,1.72178265137939796E-13,1.82850472438545208E-15,8.93603881551717947E-23,3.65700954488547073E-15,1.82850472912038811E-15,2.00056828696302503E-10,2.77987759523602198E-12,1.08605979876991588E-19,5.55975532705997604E-12,2.77987762110500916E-12,3.46636171287381154E-10,1.40683209093337246E+04,1,1,1,1
N2,SVD_MIN,-1,21,.1000000000000000E-05,6.94999991804304151E-13,5.43069263184213928E-20,1.38999994352190283E-12,6.94999896224078639E-13,1.05891521368299416E-21,1.22115526692688089E-15,8.00000034779567382E-01,1.99999965220431369E-01,4.64283036960035578E-19,1.55141042781732435E-22,1.96983494242398359E-15,6.39486656046716456E-15,6.52329344987380696E-22,1.27897325627400760E-14,6.39486534773037122E-15,8.60869271086341174E-14,4.57126861261961959E-16,4.46801940775858974E-23,9.14253685587103953E-16,4.57126778940745564E-16,1.00028436132587828E-10,6.94970420467439256E-13,5.43029899384957938E-20,1.38994080085162817E-12,6.94970324894360092E-13,1.73317912540996657E-10,1.40683399569192843E+04,1,1,1,1
N2,SVD_MIN,1,1,.1000000000000000E-01,7.04417540606845248E-05,5.32420564527127860E-16,1.40875728008931129E-04,7.04339739489147712E-05,6.26189104653568628E-18,1.14271223421915258E-23,8.00017672468042673E-01,1.99982327531957271E-01,1.58065921545322010E-27,1.16606687864615795E-18,3.15323904313109160E-15,6.47982137280783672E-07,6.47013739013814833E-18,1.29592015411130521E-06,6.47938016845073886E-07,9.66650843533515384E-10,4.63226196635958773E-08,4.38561715375879916E-19,9.26414997024504044E-08,4.63188800394228730E-08,1.00246730323794957E-06,7.04387584253913292E-05,5.32381068894415178E-16,1.40869736815801036E-04,7.04309783910750815E-05,1.71608101896829327E-06,1.42614086252028865E+04,1,1,1,1
N2,SVD_MIN,1,2,.7500000000000000E-02,3.94897338451682950E-05,3.94587817867997121E-16,7.89761955310258298E-05,3.94864616862927742E-05,6.29020938999411852E-18,1.99706459723957896E-23,8.00013258252756931E-01,1.99986741747243069E-01,5.07498743986379061E-27,2.21552588199734738E-18,3.36366069255818025E-15,3.63283368295156091E-07,4.78951055657001679E-18,7.26548211201543046E-07,3.63264842913577047E-07,6.61806197246202460E-10,2.59698470897823039E-08,3.26016647742148228E-19,5.19381228648961880E-08,2.59682757754756796E-08,7.51440615265282320E-07,3.94880542686467718E-05,3.94558614544913440E-16,7.89728364102684131E-05,3.94847821420559931E-05,1.29023603140716375E-06,1.42126589366007865E+04,1,1,1,1
N2,SVD_MIN,1,3,.5000000000000000E-02,1.74919438888920334E-05,2.66210282263563930E-16,3.49829212150749917E-05,1.74909773264514440E-05,7.09011020653844079E-18,4.63267991411035821E-23,8.00008841429751816E-01,1.99991158570248156E-01,3.28615931337547784E-26,6.59202623315520132E-19,1.98303585589631553E-15,1.60926596861267216E-07,3.23506869506907417E-18,3.21847730595763387E-07,1.60921133738234684E-07,4.16683175141018404E-10,1.15039106791712328E-08,2.19280857687939958E-19,2.30073576494413366E-08,1.15034469704943310E-08,5.00687435919702000E-07,1.74911998245577514E-05,2.66190534447207589E-16,3.49814330958574113E-05,1.74902332715679525E-05,8.62287736411872067E-07,1.41642362725328985E+04,1,1,1,1
N2,SVD_MIN,1,4,.3000000000000000E-02,6.28019559070095102E-06,1.54709014630630557E-16,1.25601829132853872E-05,6.27998732274087640E-06,6.15882595668021987E-19,1.21375820696219287E-22,8.00005306100007418E-01,1.99994693899992609E-01,1.92352042527482823E-27,2.67892408701386645E-19,3.30968768059173676E-15,5.77810833201329158E-08,1.89010842419093670E-18,1.15560991048281863E-07,5.77799077301130244E-08,2.47158672465886330E-10,4.13045970441499352E-09,1.29274333998808127E-19,8.26081956809604816E-09,4.13035986381237783E-09,3.00281549395281312E-07,6.27992841863445581E-06,1.54697414284376548E-16,1.25596485711740442E-05,6.27972015269599557E-06,5.18401031474316022E-07,1.41257314039526955E+04,1,1,1,1
N2,SVD_MIN,1,5,.2000000000000000E-02,2.78745653254219158E-06,1.04681747933944397E-16,5.57485143133934033E-06,2.78739489890178696E-06,5.58925990583264445E-20,2.82076718658908996E-22,8.00003537800044073E-01,1.99996462199955843E-01,8.04144177793067016E-29,3.14921451857286952E-19,3.51532441880651941E-15,2.56467297168772567E-08,1.26780264737216497E-18,5.12931117676587475E-08,2.56463820520560901E-08,1.65898896357454883E-10,1.83333665644984505E-09,8.65292854255323131E-20,3.66664377786076365E-09,1.83330712149659280E-09,2.00144087886092356E-07,2.78733794236430397E-06,1.04674034696461148E-16,5.57461425157964506E-06,2.78727630931996787E-06,3.45944767158735900E-07,1.41065561551223309E+04,1,1,1,1
N2,SVD_MIN,1,6,.1000000000000000E-02,6.95931240218702541E-07,5.23408739669721986E-17,1.39185478556786884E-06,6.95923545401866890E-07,2.48442946548578646E-19,1.13131887622234747E-21,8.00001769094870641E-01,1.99998230905129248E-01,2.54892135643661721E-26,1.85838131151969568E-19,4.15584570503869506E-15,6.40326691298669364E-09,6.33901323686082484E-19,1.28064904491301425E-08,6.40322353678371808E-09,8.41920946713979488E-11,4.57729970523669849E-10,4.32646427127661566E-20,9.15456255040555141E-10,4.57726284559858359E-10,1.00050246648581669E-07,6.95901630813189496E-07,5.23370173482305740E-17,1.39179556683099117E-06,6.95893936070498238E-07,1.73144849224422082E-07,1.40874320898844780E+04,1,1,1,1
N2,SVD_MIN,1,7,.7500000000000000E-03,3.91330352261026283E-07,3.86772536576576393E-17,7.82657459185271082E-07,3.91327106961752265E-07,1.32819734421986960E-18,1.95370283796165881E-21,8.00001326868251761E-01,1.99998673131748128E-01,2.30394689720144265E-24,1.82123017734463542E-19,2.97315330801861688E-15,3.60065617190944631E-09,4.72527106047734174E-19,7.20129405220196607E-09,3.60063788075739940E-09,6.34543235201975043E-11,2.57388284757196319E-10,3.23185834997020318E-20,5.14775015058615650E-10,2.57386730332720983E-10,7.50335989971322740E-08,3.91313702324799135E-07,3.86743535710941370E-17,7.82624159344063303E-07,3.91310457056768987E-07,1.29891024019645251E-07,1.40826590471193886E+04,1,1,1,1
N2,SVD_MIN,1,8,.5000000000000000E-03,1.73866430549892732E-07,2.61704369834860993E-17,3.47731899799460041E-07,1.73865469275791766E-07,2.83041497184652224E-19,4.53130556420588353E-21,8.00000884587337646E-01,1.99999115412662354E-01,5.30031433637933899E-25,2.47378617831223794E-19,3.45060845795558744E-15,1.59976688399502935E-09,3.16950661843041242E-19,3.19952835066870553E-09,1.59976146698708767E-09,4.25297624220733010E-11,1.14357118821840228E-10,2.16323213563830783E-20,2.28713777238780218E-10,1.14356658438626106E-10,5.00196756061589450E-08,1.73859032956377945E-07,2.61685086741152870E-17,3.47717104621678213E-07,1.73858071691522847E-07,8.66156206714549262E-08,1.40778891874204073E+04,1,1,1,1
N2,SVD_MIN,1,9,.3000000000000000E-03,6.25751718960437173E-08,1.59803222889470165E-17,1.25150136205169587E-07,6.25749643248296224E-08,3.10262815266089968E-19,1.30436365666762568E-20,8.00000530704594537E-01,1.99999469295405435E-01,4.91685136225989216E-24,4.64869517451356219E-20,2.99293326507471588E-15,5.75765040964835873E-10,1.94235208448659715E-19,1.15152891226143834E-09,5.75763871490889820E-10,2.56352910977558434E-11,4.11577190180001722E-11,1.31065045037533358E-20,8.23153386227127225E-11,4.11576196177528072E-11,3.00104980911817355E-08,6.25725094468744059E-08,1.59791364398066064E-17,1.25144811308826362E-07,6.25723018776545707E-08,5.19797483619568838E-08,1.40740755893404548E+04,1,1,1,1
N2,SVD_MIN,1,10,.2000000000000000E-03,2.78074683120192230E-08,1.04237022892688321E-17,5.56148751121650113E-08,2.78074068103181081E-08,2.12742876863009160E-19,2.81029715986412124E-20,8.00000353813381637E-01,1.99999646186618280E-01,1.17062636739824215E-23,4.53845274340395005E-20,4.27491201258712092E-15,2.55862023419994979E-10,1.27790528260253479E-19,5.11723700198007091E-10,2.55861676900766232E-10,1.71312108872413120E-11,1.82899108078564670E-11,8.45423650793327113E-21,3.65797921551207997E-11,1.82898813555262773E-11,2.00065629956426952E-08,2.78062851533261677E-08,1.04229155000930682E-17,5.56125087953705997E-08,2.78062236522160536E-08,3.46566254987342700E-08,1.40721695529711324E+04,1,1,1,1
N2,SVD_MIN,1,11,.1000000000000000E-03,6.95093751450879801E-09,5.21185114463441605E-18,1.39018673454175278E-08,6.95092983612010501E-09,1.36777915863153276E-20,1.12441805221976224E-19,8.00000176624948711E-01,1.99999823375051344E-01,7.74418584501037904E-25,2.52594821553278371E-20,8.64920779594612150E-15,6.39571203650401386E-11,6.38952641301267395E-20,1.27914197464481986E-10,6.39570771624956285E-11,8.58673202587961213E-12,4.57187566390805207E-12,4.22711825396663556E-21,9.14374764966287094E-12,4.57187199001972172E-12,1.00030636404799650E-08,6.95064176283839777E-09,5.21145775004653411E-18,1.39012758421503216E-08,6.95063408452293673E-09,1.73300431349289612E-08,1.40702640247763102E+04,1,1,1,1
N2,SVD_MIN,1,12,.7499999999999999E-04,3.90977165528271448E-09,3.99508057223675414E-18,7.81954006818838282E-09,3.90976841694787831E-09,6.71097029588363920E-20,2.08823189705095529E-19,8.00000132357349458E-01,1.99999867642650486E-01,5.89248211763619327E-23,2.91344288598954375E-20,3.66496027996170026E-15,3.59747012152254734E-11,4.85588021121649288E-20,7.19493841632200289E-11,3.59746829965746468E-11,6.44408229673790850E-12,2.57159541495632115E-12,3.27662612593833396E-21,5.14318927724019453E-12,2.57159386558543029E-12,7.50225688311213580E-09,3.90960530031122573E-09,3.99478410995165159E-18,7.81920735827655198E-09,3.90960206200725746E-09,1.29978568481084777E-08,1.40697877221072285E+04,1,1,1,1
N2,SVD_MIN,1,13,.5000000000000000E-04,1.73761820795070504E-09,2.60592557231720802E-18,3.47523545402427740E-09,1.73761724868661833E-09,9.05371970130866353E-21,4.49827064400822161E-19,8.00000088088513306E-01,1.99999911911486666E-01,5.42969776523879137E-24,9.86187322725213530E-21,4.95435865770513002E-15,1.59882321355932958E-11,3.19476320650633697E-20,3.19764588431457086E-11,1.59882267403862001E-11,4.29876285580123794E-12,1.14289367766858431E-12,2.11355912698331778E-21,2.28578689434410321E-12,1.14289321878249615E-12,5.00147735751051496E-09,1.73754427478238356E-09,2.60572887502326705E-18,3.47508758769695635E-09,1.73754331552742624E-09,8.66545424324314560E-09,1.40693114511833464E+04,1,1,1,1
N2,SVD_MIN,1,14,.3000000000000000E-04,6.25525827492721517E-10,1.50716608914104193E-18,1.25105144670085070E-09,6.25525620740739969E-10,2.93598406913431123E-20,1.16107935946805869E-18,8.00000052492003899E-01,1.99999947507995990E-01,4.40602610609788968E-22,6.86768171614870300E-21,2.05571952826714385E-15,5.75561267331529994E-12,1.83030056568681645E-20,1.15112241671256435E-11,5.75561151264078389E-12,2.58056580310521762E-12,4.11430890378454289E-13,1.24446775133082475E-21,8.22861680715654502E-13,4.11430791593856847E-13,3.00087334363109726E-09,6.25499212235979787E-10,1.50705443549350384E-18,1.25099821618942382E-09,6.25499005485945836E-10,5.19937639702267751E-09,1.40689304572984311E+04,1,1,1,1
N2,SVD_MIN,1,15,.2000000000000000E-04,2.78007760749567294E-10,1.05208469246350784E-18,5.56015460493096063E-10,2.78007700792440780E-10,6.16963513507531148E-21,2.86429452987561755E-18,8.00000033903065177E-01,1.99999966096934767E-01,9.84997736015305179E-23,4.06384463551684964E-21,1.84517456390786737E-15,2.55801653306936786E-12,1.26018454350517042E-20,5.11603272474485509E-12,2.55801620431431504E-12,1.72081506356710167E-12,1.82855765244875238E-13,8.57714907287922758E-22,3.65711501420176388E-13,1.82855737025739579E-13,2.00057787215468882E-09,2.77995931898605829E-10,1.05200886780140905E-18,5.55991802791737892E-10,2.77995871941971798E-10,3.46628554964393045E-09,1.40687399679728733E+04,1,1,1,1
N2,SVD_MIN,1,16,.1000000000000000E-04,6.95010114636682740E-11,5.26042346231753920E-19,1.39002014592500630E-10,6.95010036710989299E-11,1.57926539115236941E-20,1.14574829333482145E-17,8.00000016691102545E-01,1.99999983308897455E-01,1.03266163596851155E-20,9.52759882491354235E-22,2.83779998846280245E-15,6.39495757067948466E-13,6.30092271752585210E-21,1.27899146268006125E-12,6.39495712085217391E-13,8.60627072451607658E-13,4.57133399139491779E-14,4.28857453643961379E-22,9.14266756043761842E-14,4.57133361287868192E-14,1.00028675761955463E-09,6.94980542888805959E-11,5.26004433900704526E-19,1.38996100243046895E-10,6.94980464963960766E-11,1.73316008439298085E-09,1.40685494837273636E+04,1,1,1,1
