benchmark,direction_id,sign,point_id,amplitude,z1_norm,root_linear_norm,operator_variation_norm,nonlinear_norm,linear_solve_norm,root_fraction,operator_fraction,nonlinear_fraction,linear_solve_fraction,decomposition_closure,linear_solve_relative_residual,z1_u_norm,root_u_norm,operator_u_norm,nonlinear_u_norm,residual_u_norm,z1_p_norm,root_p_norm,operator_p_norm,nonlinear_p_norm,residual_p_norm,z1_s_norm,root_s_norm,operator_s_norm,nonlinear_s_norm,residual_s_norm,condition_number,branch_preserving,branch_margin_gate_pass,finite,pass
N1,FIELD_S,-1,12,.7499999999999999E-04,3.12387220217559478E-09,4.01122642878693460E-18,6.24774367382748690E-09,3.12387146761914178E-09,1.35979048984244367E-20,3.29759986594981103E-19,8.00000037829423638E-01,1.99999962170576306E-01,3.78954963337399839E-24,7.96303337239106216E-20,3.43224029478061939E-17,1.32813428517437869E-11,4.21120255550381985E-20,2.65626805595919811E-11,1.32813376838268305E-11,1.14956038272921049E-08,1.25736031386042230E-12,2.92636512219217258E-21,2.51472011601678592E-12,1.25735980014931043E-12,2.06047067087825164E-07,3.12384371576148091E-09,4.01100429776503893E-18,6.24768670101467365E-09,3.12384298122050818E-09,1.13876906047177597E-06,4.59316243060531633E+03,1,1,1,1
N1,FIELD_S,-1,13,.5000000000000000E-04,1.38839261018067470E-09,2.74700477728911161E-18,2.77678500683101584E-09,1.38839239390821239E-09,2.91683540605729478E-20,7.82932495325850660E-19,8.00000025239501311E-01,1.99999974760498717E-01,8.82732944778525956E-23,5.04397047972867853E-20,1.71788484205261511E-17,5.90281355217252364E-12,2.79443019652361759E-20,1.18056255984880745E-11,5.90281203004118835E-12,7.66376459088704159E-09,5.58827247167906128E-13,2.01998718807943516E-21,1.11765434424207601E-12,5.58827095718578979E-13,1.37364548171571752E-07,1.38837994962062985E-09,2.74686189716349542E-18,2.77675968571544214E-09,1.38837973335272779E-09,7.59180254558565627E-07,4.59322550789938396E+03,1,1,1,1
N1,FIELD_S,-1,14,.3000000000000000E-04,4.99822769095165192E-10,1.61260026506863233E-18,9.99645494150789963E-10,4.99822723433863457E-10,6.77889430701617164E-21,2.08185953240675940E-18,8.00000015135945985E-01,1.99999984864054098E-01,3.67888061866515215E-23,2.32126085109518350E-20,2.58202379722190060E-16,2.12501129457286234E-12,1.68056660406249734E-20,4.25002227642498642E-12,2.12501097205230534E-12,4.59827253347246739E-09,2.01177935803910813E-13,1.17668264623301107E-21,4.02355840250229108E-13,2.01177903622304461E-13,8.24186505571934855E-08,4.99818211313268259E-10,1.61251226349020488E-18,9.99636378587936600E-10,4.99818165652934221E-10,4.55508575572682893E-07,4.59327597042026991E+03,1,1,1,1
N1,FIELD_S,-1,15,.2000000000000000E-04,2.22143770360514017E-10,1.11185592577260646E-18,4.44287528881443033E-10,2.22143757416572537E-10,7.94885916602425626E-21,5.01024285032658657E-18,8.00000010118346871E-01,1.99999989881653101E-01,2.56077459007306756E-22,1.29854714392883889E-20,9.09762569022971237E-17,9.44449110892876091E-13,1.17155373693150156E-20,1.88889813623039438E-12,9.44449018911611945E-13,3.06551961530571191E-09,8.94124439853302633E-14,8.10301197741980659E-22,1.78824879272897861E-13,8.94124347495015784E-14,5.49457409228791536E-08,2.22141744684056595E-10,1.11179390593390874E-18,4.44283477528787511E-10,2.22141731740391859E-10,3.03672524661058727E-07,4.59330120190926573E+03,1,1,1,1
N1,FIELD_S,-1,16,.1000000000000000E-04,5.55360217785420178E-11,5.55927962886303229E-19,1.11072042881379968E-10,5.55360205503708110E-11,8.47791680465102680E-22,2.00409132995480386E-17,8.00000005130042213E-01,1.99999994869957759E-01,4.66078179939445046E-23,1.44896756578454218E-21,8.85730954356637807E-17,2.36112188343505708E-13,5.85776868465750782E-21,4.72224370771171377E-13,2.36112179207553781E-13,1.53276210415177380E-09,2.23531179275507756E-14,4.05150598870990329E-22,4.47062351750819309E-14,2.23531169711424879E-14,2.74728574038146606E-08,5.55355153605269789E-11,5.55896952966954370E-19,1.11071030045369148E-10,5.55355141323837929E-11,1.51836332803527453E-07,4.59332643355062282E+03,1,1,1,1
N1,FIELD_S,-1,17,.7500000000000000E-05,3.12390233316031803E-11,4.03150066267158084E-19,6.24780467119063994E-11,3.12390229850119445E-11,4.32152450030804898E-21,3.33095352414847657E-17,8.00000003799772985E-01,1.99999996200226876E-01,3.82744590324984162E-21,8.05630230841694275E-21,1.15248009847810600E-16,1.32813093061305053E-13,4.20141651015624336E-21,2.65626185608245280E-13,1.32813090234013028E-13,1.14957200870779360E-09,1.25736297823381585E-14,2.94170661558252769E-22,2.51472594369192237E-14,1.25736294656658278E-14,2.06046406045563220E-08,3.12387384716251578E-11,4.03128065872551219E-19,6.24774769919530169E-11,3.12387381250429047E-11,1.13877262816336187E-07,4.59333274148476903E+03,1,1,1,1
N1,FIELD_S,-1,18,.5000000000000000E-05,1.38840152424417948E-11,2.77963981443151614E-19,2.77680308011082593E-11,1.38840152876842155E-11,1.52958401945386105E-21,8.01635370023646590E-17,8.00000002601435556E-01,1.99999997398564361E-01,2.42742879182055868E-21,3.55889152250562971E-21,9.11339884272586853E-17,5.90280353419230589E-14,2.92888434232875391E-21,1.18056072302573575E-13,5.90280353863057619E-14,7.66381626201282139E-10,5.58828029968706529E-15,2.02575299435495165E-22,1.11765607114549894E-14,5.58828028007472732E-15,1.37364254375011013E-08,1.38838886380769804E-11,2.77948476483477185E-19,2.77677775923745851E-11,1.38838886833196321E-11,7.59181840200188008E-08,4.59333904942844947E+03,1,1,1,1
N1,FIELD_S,-1,19,.3000000000000000E-05,4.99824685776648665E-12,1.64441099837003239E-19,9.99649398533985360E-12,4.99824696398618698E-12,1.14224681073665496E-21,2.16478771961155709E-16,8.00000001836403074E-01,1.99999998163596787E-01,1.04451451195160781E-20,6.46077576229454305E-22,2.68201068212609214E-17,2.12500907924815817E-14,1.72490914735733611E-21,4.25001831151416586E-14,2.12500913688310709E-14,4.59829113510938713E-10,2.01178100557283602E-15,1.19543736767395178E-22,4.02356213569951438E-15,2.01178104906855400E-15,8.24185447904316599E-09,4.99820128021581904E-12,1.64432009393948681E-19,9.99640283023442286E-12,4.99820138643402091E-12,4.55509146403931199E-08,4.59334409579022940E+03,1,1,1,1
N1,FIELD_S,-1,20,.2000000000000000E-05,2.22144333104925964E-12,1.09959310196093756E-19,4.44288685983020760E-12,2.22144341939940063E-12,9.47338988881794760E-22,4.90030930730348161E-16,8.00000001514791781E-01,1.99999998485207747E-01,3.63722613693521996E-20,7.21991606743439039E-22,1.11319814562962565E-16,9.44448424395790213E-15,1.16516982085216988E-21,1.88889696085616161E-14,9.44448473942986096E-15,3.06552788270692914E-10,8.94124902595279929E-16,8.11954959000748477E-23,1.78824990038263169E-15,8.94124942910423937E-16,5.49456939154294574E-09,2.22142307436500135E-12,1.09953106756384039E-19,4.44284634645869168E-12,2.22142316271382523E-12,3.03672778363894444E-08,4.59334661897341539E+03,1,1,1,1
N1,FIELD_S,-1,21,.1000000000000000E-05,5.55360886948706917E-13,5.49796550980468780E-20,1.11072187713563616E-12,5.55360935916013452E-13,1.50129863076538602E-22,1.96012315055281461E-15,8.00000001527973237E-01,1.99999998472024848E-01,1.46154944691693605E-20,2.36817517308542446E-22,2.16094827201557497E-16,2.36112081961345446E-15,5.82584910426084941E-22,4.72224224951951861E-15,2.36112110721356204E-15,1.53276417100383569E-10,2.23531219838671518E-16,4.05977479500374239E-23,4.47062490132030719E-16,2.23531243824193875E-16,2.74728456519522333E-09,5.55355822779165036E-13,5.49765533781920194E-20,1.11071174879487885E-12,5.55355871745685587E-13,1.51836396229251053E-08,4.59334914215812023E+03,1,1,1,1
N1,FIELD_S,1,1,.1000000000000000E-01,5.56155630713697717E-05,5.36493344848174308E-16,1.11232893377155898E-04,5.56173303070745382E-05,6.37411349247876074E-18,1.86101312704750745E-23,7.99994915921728778E-01,2.00005084078271167E-01,2.62700163119982696E-27,6.25785577667731374E-18,9.32831681624455934E-17,2.36024088187106003E-07,5.68657759825957878E-18,4.72060552928167107E-07,2.36036465139062378E-07,1.53506268190293582E-06,2.23601964905140196E-08,3.96903206101388647E-19,4.47216236279395811E-08,2.23614271515454518E-08,2.74597867234640363E-05,5.56150577487510753E-05,5.36463059650379002E-16,1.11231882694956129E-04,5.56168249474916764E-05,1.51906891144464609E-04,4.61865990734539810E+03,1,1,1,1
N1,FIELD_S,1,2,.7500000000000000E-02,3.12725787685582543E-05,4.02935415525541238E-16,6.25459013471545117E-05,3.12733225792454980E-05,1.23244519238973995E-18,3.32017589191380407E-23,7.99996194476287004E-01,2.00003805523712941E-01,3.10617156815888137E-28,9.68400877957011998E-18,2.20066711438258988E-17,1.32775949557135177E-07,4.18561431299883698E-18,2.65557112912804642E-07,1.32781163482712627E-07,1.15086583364020265E-06,1.25766153586574093E-08,2.93881232754248842E-19,2.51537490218547810E-08,1.25771336677820765E-08,2.05972883465518454E-05,3.12722943707628541E-05,4.02913568090458317E-16,6.25453325359828587E-05,3.12730381658686828E-05,1.13916949798627929E-04,4.61231850061446403E+03,1,1,1,1
N1,FIELD_S,1,3,.5000000000000000E-02,1.38939573832298233E-05,2.68246672424087154E-16,2.77881346393701068E-05,1.38941772564528827E-05,1.84015355881875409E-18,7.45484314634186776E-23,7.99997467998914136E-01,2.00002532001085920E-01,3.50814839182642309E-27,2.23943881025024942E-18,9.37813629636091966E-17,5.90170374690961174E-08,2.84328879912978939E-18,1.18035617530333773E-07,5.90185800873616604E-08,7.66956548417984453E-07,5.58916475879339978E-09,1.98451603050694323E-19,1.11784828305402139E-08,5.58931807274430132E-09,1.37331577671403659E-05,1.38938309158249138E-05,2.68231529825189501E-16,2.77878816999474921E-05,1.38940507844350605E-05,7.59358217522797588E-05,4.60598666981274164E+03,1,1,1,1
N1,FIELD_S,1,4,.3000000000000000E-02,5.00039439535509115E-06,1.65210641277776467E-16,1.00008361942342358E-05,5.00044179904735520E-06,7.83695709962389131E-19,2.18319520896737399E-22,7.99998483202579491E-01,2.00001516797420509E-01,4.91260079861440747E-27,2.11579582753594054E-18,1.48912968831635661E-16,2.12477169898929334E-08,1.75749986755566442E-18,4.24957667927922234E-08,2.12480498070503536E-08,4.60036053528422892E-07,2.01197205742985441E-09,1.21830163048781785E-19,4.02397718573735683E-09,2.01200512850102918E-09,8.24067811767398990E-06,5.00034884738952680E-06,1.65201248006911392E-16,1.00007450973073910E-05,5.00039625008605788E-06,4.55572639571395974E-05,4.60092808796238387E+03,1,1,1,1
N1,FIELD_S,1,5,.2000000000000000E-02,2.22207968686651309E-06,1.11337666926454046E-16,4.44417340595799906E-06,2.22209371920366786E-06,1.12698318242745690E-18,5.02101685155576371E-22,7.99998989601710897E-01,2.00001010398289020E-01,5.14448987237998691E-26,8.17587992105415432E-19,1.58251810030493716E-16,9.44378140422781427E-09,1.19227605949782211E-18,1.88876613619393832E-08,9.44387995899243166E-09,3.06644754506850419E-07,8.94181533114911964E-10,8.37883261642075036E-20,1.78837285834465569E-09,8.94191325308429800E-10,5.49404656425902286E-06,2.22205943894778742E-06,1.11331251380465340E-16,4.44413290982561846E-06,2.22207347099000785E-06,3.03700996956358094E-05,4.59840108819582747E+03,1,1,1,1
N1,FIELD_S,1,6,.1000000000000000E-02,5.55440468522695303E-07,5.56688334632270230E-17,1.11088268935196804E-06,5.55442220885142715E-07,4.60202299305324521E-19,2.00898898659221186E-21,7.99999495199668287E-01,2.00000504800331658E-01,1.37293786472756738E-25,1.10761669641801478E-18,1.09785623280817388E-16,2.36103321591017497E-09,5.96138029748911057E-19,4.72207874339744053E-09,2.36104552786045554E-09,1.53299406883492440E-07,2.23538317219223867E-10,4.18941630821037518E-20,4.47077857586343997E-10,2.23539540398092125E-10,2.74715385837205948E-06,5.55435405448271234E-07,5.56656256902326699E-17,1.11087256316626677E-06,5.55437157773864560E-07,1.51843450729091633E-05,4.59587561436517535E+03,1,1,1,1
N1,FIELD_S,1,7,.7500000000000000E-03,3.12424090651815042E-07,4.13026603194441168E-17,6.24848920349612042E-07,3.12424829738399842E-07,5.58339650869946977E-20,3.49539117351642822E-21,7.99999621475335321E-01,2.00000378524664624E-01,6.38758474914615540E-27,3.12441047681570154E-19,1.69683228374510826E-16,1.32809353621471250E-09,4.39374966888916105E-19,2.65619226540139659E-09,1.32809872944973022E-09,1.14970248634517969E-07,1.25739309905066962E-10,3.04575407621954462E-20,2.51479135721788463E-10,1.25739825837081156E-10,2.06038987682503414E-06,3.12421242518492260E-07,4.13003120017278481E-17,6.24843224067421094E-07,3.12421981589530882E-07,1.13881266628616364E-05,4.59524448420300541E+03,1,1,1,1
N1,FIELD_S,1,8,.5000000000000000E-03,1.38850185711019585E-07,2.78344167316135115E-17,2.77700590317307305E-07,1.38850404634298411E-07,2.30022930521532621E-19,8.03712077133359528E-21,7.99999747697986097E-01,2.00000252302013820E-01,5.48881392816876954E-25,2.58756786744167936E-19,1.11483445177032822E-16,5.90269283117077904E-10,2.98069014874455529E-19,1.18054010449712060E-09,5.90270821547403879E-10,7.66439615152663268E-08,5.58836961910957235E-11,2.09470815410518759E-20,1.11767545203260381E-10,5.58838490270945440E-11,1.37360957324748563E-06,1.38848919805558931E-07,2.78328128451163350E-17,2.77698058501780784E-07,1.38849138724232068E-07,7.59199634828766784E-06,4.59461344932386055E+03,1,1,1,1
N1,FIELD_S,1,9,.3000000000000000E-03,4.99846367509760398E-08,1.60449057151477384E-17,9.99693207542868062E-08,4.99846840190634484E-08,2.93230737594922987E-19,2.06077587264132780E-20,7.99999848645270073E-01,2.00000151354729927E-01,6.88296257038757932E-24,4.04946295130900436E-19,2.56207903264729887E-17,2.12498522676048953E-10,1.68448102220152794E-19,4.24997377458229015E-10,2.12498854875132467E-10,4.59849989213860591E-08,2.01180034721367653E-11,1.17054604887686903E-20,4.02360399394020439E-11,2.01180364749171129E-11,8.24173578523332381E-07,4.99841810053022816E-08,1.60440171910601557E-17,9.99684092619449656E-08,4.99842282723951014E-08,4.55515552443531315E-06,4.59410869001252468E+03,1,1,1,1
N1,FIELD_S,1,10,.2000000000000000E-03,2.22150763140776746E-08,1.09880191091564464E-17,4.44301666155393802E-08,2.22150903121860030E-08,8.68349039800452905E-20,4.89297346473591918E-20,7.99999899103988943E-01,2.00000100896011057E-01,3.05578437041209296E-24,9.48665585170229314E-20,7.27822839222679729E-17,9.44441391217399356E-11,1.11777207860944704E-19,1.88888376569107137E-10,9.44442375097458994E-11,3.06562066289865557E-08,8.94130662144706466E-12,8.07994875231774062E-21,1.78826230124106036E-11,8.94131639638576442E-12,5.49451663873848512E-07,2.22148737560652450E-08,1.09874475886539817E-17,4.44297614992201108E-08,2.22148877538789912E-08,3.03675625486674955E-06,4.59385633321774367E+03,1,1,1,1
N1,FIELD_S,1,11,.1000000000000000E-03,5.55368963088271864E-09,5.49400955457822321E-18,1.11073810021755053E-08,5.55369137676752212E-09,5.07282935596112578E-20,1.95724612536206312E-19,7.99999949543905853E-01,2.00000050456094092E-01,1.66865720525672523E-23,4.05595325146549258E-20,1.91858286068618076E-17,2.36111226018667996E-11,5.58886039304723519E-20,4.72222574482698957E-11,2.36111348773106513E-11,1.53278736587423332E-08,2.23531959251584307E-12,4.03997437615887031E-21,4.47064040236227177E-12,2.23532081242434637E-12,2.74727137699408673E-07,5.55363899028466068E-09,5.49372379432699083E-18,1.11072797209427122E-08,5.55364073613270425E-09,1.51837108008463496E-06,4.59360399166206116E+03,1,1,1,1
N1,FIELD_S,1,12,.7499999999999999E-04,3.12393924589765156E-09,4.01122642878693460E-18,6.24787922240275286E-09,3.12393998048660986E-09,2.87627887143920036E-20,3.29745647191688008E-19,7.99999962172355805E-01,2.00000037827644195E-01,1.69545667832144946E-23,3.73001580870411579E-20,9.44830264732674503E-17,1.32812688174721149E-11,4.21120255550381985E-20,2.65625427787335233E-11,1.32812739853914899E-11,1.14958621840195868E-08,1.25736627797054754E-12,2.92636512219217258E-21,2.51473306764800729E-12,1.25736679169528991E-12,2.06045598105022810E-07,3.12391076040725399E-09,4.01100429776503893E-18,6.24782225140654570E-09,3.12391149498073244E-09,1.13877698868906254E-06,4.59354090865411945E+03,1,1,1,1
N1,FIELD_S,1,13,.5000000000000000E-04,1.38841247786065456E-09,2.74700477728911161E-18,2.77682516921147148E-09,1.38841269408452311E-09,2.60520210298337323E-20,7.82909798337405790E-19,7.99999974767433897E-01,2.00000025232566020E-01,7.04167114609809606E-23,4.21138529275429294E-20,9.28469338655686112E-19,5.90279163420941885E-12,2.79443019652361759E-20,1.18055847764059685E-11,5.90279315660120213E-12,7.66387941609925209E-09,5.58829015836895855E-13,2.01998718807943516E-21,1.11765818177606452E-12,5.58829167306183279E-13,1.37363895290326261E-07,1.38839981757425223E-09,2.74686189716349542E-18,2.77679984863414171E-09,1.38840003379355908E-09,7.59183778210692980E-07,4.59347782659853146E+03,1,1,1,1
N1,FIELD_S,1,14,.3000000000000000E-04,4.99827062516764070E-10,1.61260026506863233E-18,9.99654169153621272E-10,4.99827108241051060E-10,1.51619345876954486E-20,2.08182332097962981E-18,7.99999984849646517E-01,2.00000015150353372E-01,1.84034672593230433E-22,2.48152298183850335E-20,1.14361354063085163E-16,2.12500657214857725E-12,1.68056660406249734E-20,4.25001345792044375E-12,2.12500689509252794E-12,4.59831387054886297E-09,2.01178318835229841E-13,1.17668264623301107E-21,4.02356669101680260E-13,2.01178351058139283E-13,8.24184155199451136E-08,4.99822504793941378E-10,1.61251226349020488E-18,9.99645053707032280E-10,4.99822550517259325E-10,4.55509844087448737E-07,4.59342736163974223E+03,1,1,1,1
N1,FIELD_S,1,15,.2000000000000000E-04,2.22145043672738746E-10,1.11185592577260646E-18,4.44290099221821002E-10,2.22145056656300032E-10,1.04601093423134999E-20,5.01018475230122268E-18,7.99999989851114424E-01,2.00000010148885438E-01,4.43434173843322946E-22,1.45216395184430032E-20,1.94242847624182096E-16,9.44447718778646960E-13,1.17155373693150156E-20,1.88889552328084323E-12,9.44447810966293073E-13,3.06553798733966606E-09,8.94125580761360973E-14,8.10301197741980659E-22,1.78825124855436702E-13,8.94125673315360426E-14,5.49456364618798706E-08,2.22143018013765079E-10,1.11179390593390874E-18,4.44286047903613986E-10,2.22143030997049104E-10,3.03673088445399143E-07,4.59340212938890909E+03,1,1,1,1
N1,FIELD_S,1,16,.1000000000000000E-04,5.55361817209158167E-11,5.55927962886303229E-19,1.11072364145844898E-10,5.55361829724966290E-11,2.08362215912084435E-21,2.00407971091274450E-17,7.99999994816645077E-01,2.00000005183354840E-01,2.81524300131035258E-22,2.81187217380273570E-21,9.36176237447092106E-17,2.36112019024530153E-13,5.85776868465750782E-21,4.72224044050911478E-13,2.36112028269349530E-13,1.53276669716026213E-09,2.23531325833236271E-14,4.05150598870990329E-22,4.47062658621197258E-14,2.23531335496320025E-14,2.74728312885648415E-08,5.55356753050732191E-11,5.55896952966954370E-19,1.11071351314140328E-10,5.55356765566257586E-11,1.51836473749612544E-07,4.59337689729044450E+03,1,1,1,1
N1,FIELD_S,1,17,.7500000000000000E-05,3.12390911694086304E-11,4.03150066267158084E-19,6.24781822549801664E-11,3.12390914928699769E-11,3.17169048311187939E-21,3.33093904010843014E-17,7.99999996257203416E-01,2.00000003742796667E-01,2.06164939907034584E-21,1.12998459300564066E-20,1.63613296887373760E-16,1.32813023709820661E-13,4.20141651015624336E-21,2.65626047924937757E-13,1.32813026471094292E-13,1.14957459227506822E-09,1.25736361416467949E-14,2.94170661558252769E-22,2.51472723927459862E-14,1.25736364519302247E-14,2.06046259147282980E-08,3.12388063103414954E-11,4.03128065872551219E-19,6.24776125368429365E-11,3.12388066337939238E-11,1.13877342098509063E-07,4.59337058928964325E+03,1,1,1,1
N1,FIELD_S,1,18,.5000000000000000E-05,1.38840356307887688E-11,2.77963981443151614E-19,2.77680709502016004E-11,1.38840355920080521E-11,3.71660270944247269E-21,8.01633046593335010E-17,7.99999997305515187E-01,2.00000002694484647E-01,1.43314734414986580E-20,7.25141432891019933E-22,8.59436813050854915E-17,5.90280165360221177E-14,2.92888434232875391E-21,1.18056031477582292E-13,5.90280164820028919E-14,7.66382774453404273E-10,5.58828233061032564E-15,2.02575299435495165E-22,1.11765645452810888E-14,5.58828234991766869E-15,1.37364189086886465E-08,1.38839090266890077E-11,2.77948476483477185E-19,2.77678177420060622E-11,1.38839089879081601E-11,7.59182192565400802E-08,4.59336428129834439E+03,1,1,1,1
N1,FIELD_S,1,19,.3000000000000000E-05,4.99825146206490186E-12,1.64441099837003239E-19,9.99650265057749322E-12,4.99825135163455655E-12,9.23810796676428706E-22,2.16478395708711984E-16,7.99999998313278060E-01,2.00000001686721746E-01,6.83218916494266153E-21,1.26388809193260233E-21,1.78945925663227427E-17,2.12500879152451292E-14,1.72490914735733611E-21,4.25001742705281681E-14,2.12500872889519346E-14,4.59829526881702673E-10,2.01178154414999236E-15,1.19543736767395178E-22,4.02356296110365004E-15,2.01178149667893804E-15,8.24185212867068168E-09,4.99820588456823605E-12,1.64432009393948681E-19,9.99641149558834920E-12,4.99820577413956611E-12,4.55509273255407767E-08,4.59335923491218273E+03,1,1,1,1
N1,FIELD_S,1,20,.2000000000000000E-05,2.22144481290181290E-12,1.09959310196093756E-19,4.44288942604876600E-12,2.22144472135283565E-12,1.03772681340905817E-21,4.90030362982799668E-16,7.99999998800282719E-01,2.00000001199716809E-01,4.36440509181673048E-20,1.56711092168331195E-21,1.34013285125611497E-17,9.44448406924055970E-15,1.16516982085216988E-21,1.88889669875505020E-14,9.44448356145098907E-15,3.06552971991032406E-10,8.94125119502477938E-16,8.11954959000748477E-23,1.78825014272131038E-15,8.94125078099336378E-16,5.49456834693295271E-09,2.22142455623172291E-12,1.09953106756384039E-19,4.44284891271169682E-12,2.22142446468408619E-12,3.03672834742328467E-08,4.59335671172138882E+03,1,1,1,1
N1,FIELD_S,1,21,.1000000000000000E-05,5.55361151706505740E-13,5.49796550980468780E-20,1.11072219742371851E-12,5.55361099382072856E-13,2.38823410050634289E-22,1.96012201541997773E-15,7.99999999613820179E-01,2.00000000386177851E-01,3.69856175640380984E-20,6.37280559234829198E-22,1.55138383123394237E-16,2.36112127161336271E-15,5.82584910426084941E-22,4.72224194093646431E-15,2.36112096562517406E-15,1.53276463030468442E-10,2.23531286907354657E-16,4.05977479500374239E-23,4.47062521044931418E-16,2.23531261260792924E-16,2.74728430404272507E-09,5.55356087537429450E-13,5.49765533781920194E-20,1.11071206908718132E-12,5.55356035213830714E-13,1.51836410323859542E-08,4.59335418853210922E+03,1,1,1,1
N1,SVD_MIN,-1,1,.1000000000000000E-01,3.19075453590273106E-05,2.39765384569930381E-16,6.38206449914577404E-05,3.19130996323938989E-05,3.70128726663352061E-18,1.12908192915671664E-23,7.99972150345222177E-01,2.00027849654777823E-01,2.69065537737850566E-27,3.15033740833262013E-18,9.64798162225500026E-16,1.62476968569388434E-07,2.34552966933749417E-18,3.24948110792702753E-07,1.62471142287870564E-07,4.28244760011255808E-09,1.32872959532855773E-08,1.71097799035456299E-19,2.65750003910250191E-08,1.32877044389040509E-08,3.55363297917788120E-06,3.19071289137840781E-05,2.39753850551101727E-16,6.38198122029540828E-05,3.19126832891239939E-05,4.53051407410429018E-06,4.56433830138644680E+03,1,1,1,1
N1,SVD_MIN,-1,2,.7500000000000000E-02,1.79746675022043426E-05,1.79244305600087618E-16,3.59516806235921223E-05,1.79770131212736302E-05,2.04870421614576036E-18,1.98852471756183452E-23,7.99979121895025846E-01,2.00020878104974070E-01,2.59775853930201249E-27,1.21022019831270110E-18,1.11297703721579011E-15,9.15039115420993307E-08,1.74451694661844008E-18,1.83005373140264626E-07,9.15014616174996691E-08,3.20136177182298532E-09,7.48376098295654331E-09,1.28370035470780239E-19,1.49676950674215371E-08,7.48393408475860649E-09,2.66552421616620851E-06,1.79744330325686460E-05,1.79235770067848227E-16,3.59512117273156067E-05,1.79767786946298228E-05,3.39322952498413997E-06,4.57155974717504978E+03,1,1,1,1
N1,SVD_MIN,-1,3,.5000000000000000E-02,8.00062939285676959E-06,1.19882692284965191E-16,1.60019544998497524E-05,8.00132510688895702E-06,2.29885965679306396E-18,4.49003107841516265E-23,7.99986087360463949E-01,2.00013912639536051E-01,1.65105404459746178E-26,1.03066773002662446E-18,1.14901440789695807E-15,4.07177069125961892E-08,1.17276483466874709E-18,8.14346903063256551E-08,4.07169833967988222E-08,2.13064875891123317E-09,3.33042012912533438E-09,8.55488995177281493E-20,6.66089177696455467E-09,3.33047164783955446E-09,1.77721592846569752E-06,8.00052508642334160E-06,1.19876925275550863E-16,1.60017458997134798E-05,8.00122081318552621E-06,2.25905287613208404E-06,4.57880239609592809E+03,1,1,1,1
N1,SVD_MIN,-1,4,.3000000000000000E-02,2.88365912603365281E-06,7.29290792211731977E-17,5.76746865030837573E-06,2.88380952420386480E-06,8.11914072039839334E-19,1.27913514766975930E-22,7.99991655348263664E-01,2.00008344651736364E-01,1.58538632974788650E-26,3.81697494278085416E-19,3.65358824458113645E-16,1.46726095197814715E-08,7.10685503081878732E-19,2.93450631737526321E-08,1.46724536537849159E-08,1.27813724893496510E-09,1.20019399505207565E-09,5.13112899299656731E-20,2.40039915788277672E-09,1.20020516279213894E-09,1.06642550966077312E-06,2.88362154750262314E-06,7.29255983130436336E-17,5.76739349599462659E-06,2.88377194842107206E-06,1.35394534199149369E-06,4.58461184220224641E+03,1,1,1,1
N1,SVD_MIN,-1,5,.2000000000000000E-02,1.28239036171318805E-06,4.83570744966296510E-17,2.56482530432064293E-06,1.28243494255937093E-06,8.27731940441424023E-19,2.84375007940176380E-22,7.99994437874516073E-01,2.00005562125483899E-01,8.33202982910928845E-26,7.62265866105736756E-19,1.40434008863948339E-15,6.52432849382166133E-09,4.78427622637162243E-19,1.30486108671856127E-08,6.52428237298893995E-09,8.52335133506740487E-10,5.33696188859546768E-10,3.48278323510355269E-20,1.06739569262692967E-09,5.33699503734877396E-10,7.10982336432849541E-07,1.28237365386261902E-06,4.83546952002034790E-17,2.56479188943359500E-06,1.28241823552287891E-06,9.02135142276812071E-07,4.58752169021879308E+03,1,1,1,1
N1,SVD_MIN,-1,6,.1000000000000000E-02,3.20788827784042319E-07,2.41785372483148255E-17,6.41583230485259216E-07,3.20794402676747650E-07,4.97198074613965327E-19,1.13616790349019415E-21,7.99997219441997753E-01,2.00002780558002247E-01,4.80442420101300892E-25,2.13465919485054538E-19,2.77679708483663027E-15,1.63187519711267342E-09,2.39213811318581122E-19,3.26374463686827862E-09,1.63186943954177695E-09,4.26398522431244676E-10,1.33493284483372353E-10,1.74139161755177634E-20,2.66986984070113112E-10,1.33493699569747161E-10,3.55507170701129659E-07,3.20784649249218290E-07,2.41773476001017395E-17,6.41574873517344790E-07,3.20790224243657095E-07,4.50820153776492290E-07,4.59043496265052272E+03,1,1,1,1
N1,SVD_MIN,-1,7,.7500000000000000E-03,1.80470627426643162E-07,1.82322698052932994E-17,3.60943607022418219E-07,1.80472979577376045E-07,1.36546411297678510E-19,2.04122850673626788E-21,7.99997914680236177E-01,2.00002085319763823E-01,1.14490836349118452E-25,1.16714699659590395E-19,9.65022498304286877E-16,9.18041403208498970E-10,1.77671375770469683E-19,1.83608037842611432E-09,9.18038975058003611E-10,3.19854973021191366E-10,7.50997159065214906E-11,1.28278224824914183E-20,1.50199607018477452E-10,7.50998910993527405E-11,2.66633378978676238E-07,1.80468276779551758E-07,1.82313995782609084E-17,3.60938905771151077E-07,1.80470628973200572E-07,3.38068739305218834E-07,4.59116381650825315E+03,1,1,1,1
