state_id,direction_id,h,norm_fd,norm_kpp_phys_d,absolute_error_l2,relative_error_l2,absolute_error_inf,cosine_similarity,observed_slope,branch_crossed,finite,classification
BETA_MIN_POS,D1,2.99999999999999986E-07,4.16666666605464628E-02,4.16666666666666574E-02,9.28434723521420122E-12,2.22824333645140907E-10,8.43593944699350118E-12,1.00000000000000000E+00,-0.9212071230271279,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,9.99999999999999955E-07,4.16666666686960410E-02,4.16666666666666574E-02,3.06246934477664282E-12,7.34992642710596614E-11,2.80362191795724414E-12,1.00000000000000000E+00,-1.0882555752789513,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,3.00000000000000008E-06,4.16666666673136815E-02,4.16666666666666574E-02,9.26492449947428213E-13,2.22358187983929906E-11,8.88199236381836954E-13,1.00000000000000000E+00,-0.61184751050989,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,1.00000000000000008E-05,4.16666666670643185E-02,4.16666666666666574E-02,4.43526757997620917E-13,1.06446421918413102E-11,3.04537645101632393E-13,9.99999999999999889E-01,-1.5013595517614444,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,3.00000000000000008E-05,4.16666666666044433E-02,4.16666666666666574E-02,8.52293689436724916E-14,2.04550485464814000E-12,8.03558608541976582E-14,9.99999999999999889E-01,-0.8440111688986589,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,1.00000000000000005E-04,4.16666666666674970E-02,4.16666666666666574E-02,3.08513215218898499E-14,7.40431716525341655E-13,2.18054740930284715E-14,1.00000000000000000E+00,-4.638697126516455,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,2.99999999999999974E-04,4.16666666666666019E-02,4.16666666666666574E-02,1.88822080529446289E-16,4.53172993270671192E-15,1.21430643318376497E-16,1.00000000000000000E+00,2.0977824366589806,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,1.00000000000000002E-03,4.16666666666685032E-02,4.16666666666666574E-02,2.36014468173375699E-15,5.66434723616076592E-14,2.15105711021124119E-15,1.00000000000000000E+00,-3.149556345570867,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,3.00000000000000006E-03,4.16666666666666505E-02,4.16666666666666574E-02,7.41683045758499299E-17,1.78003930982039901E-15,5.55111512312578270E-17,9.99999999999999889E-01,1.5072016208845291,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D1,1.00000000000000002E-02,4.16666666666670529E-02,4.16666666666666574E-02,4.55304606158318075E-16,1.09273105477995297E-14,3.12250225675825277E-16,1.00000000000000000E+00,,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,9.99999999999999955E-08,1.13448383535206601E-02,1.13448383583568593E-02,6.20518462724882744E-11,5.46961043537297126E-09,4.53796167310116516E-11,1.00000000000000000E+00,-1.6996343711235045,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,2.99999999999999986E-07,1.13448383546952102E-02,1.13448383583568593E-02,9.59009753603707080E-12,8.45326943682083274E-10,9.23954402570759115E-12,1.00000000000000000E+00,-1.0800463502605113,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,9.99999999999999955E-07,1.13448383583724596E-02,1.13448383583568593E-02,2.61270119383024505E-12,2.30298670752067408E-10,2.17416015746429991E-12,9.99999999999999778E-01,-0.8052586926249665,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,3.00000000000000008E-06,1.13448383588151801E-02,1.13448383583568593E-02,1.07865784380740700E-12,9.50791725445138265E-11,1.06037661290470098E-12,1.00000000000000000E+00,-1.968671707881332,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,1.00000000000000008E-05,1.13448383584483607E-02,1.13448383583568593E-02,1.00810812131801902E-13,8.88605099046910003E-12,8.09794939438113204E-14,9.99999999999999778E-01,-0.08984591949453063,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,3.00000000000000008E-05,1.13448383583083096E-02,1.13448383583568593E-02,9.13355220830577546E-14,8.05084384616004166E-12,8.52642609294740339E-14,1.00000000000000000E+00,-0.9809986252377703,0,1,CONSISTENT_NUMERICALLY
BETA_MIN_POS,D2,1.00000000000000005E-04,1.13448383583675799E-02,1.13448383583568593E-02,2.80347304841249807E-14,2.47114410964238003E-12,1.65978342181460903E-14,1.00000000000000000E+00,-2.7388494069153797,0,1,CONSISTENT_NUMERICALLY
